Year,Science_Engineering_Field,SE_comparison,Broad_Field,Broad_Field_comparison,Field,Field_comparison,Recipients
2010,Non-science and engineering,0,Other,1,Total,0,2729
2010,Non-science and engineering,0,Other,0,Business management and administration,1,1366
2010,Non-science and engineering,0,Other,0,Communication,1,638
2010,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,725
2010,Science and engineering,1,Total,0,Total,0,34998
2010,Science and engineering,0,Engineering,1,Total,0,7578
2010,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,252
2010,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,824
2010,Science and engineering,0,Engineering,0,Chemical engineering,1,822
2010,Science and engineering,0,Engineering,0,Civil engineering,1,643
2010,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1778
2010,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,215
2010,Science and engineering,0,Engineering,0,Materials science engineering,1,670
2010,Science and engineering,0,Engineering,0,Mechanical engineering,1,983
2010,Science and engineering,0,Engineering,0,Other engineering,1,1391
2010,Science and engineering,0,Life sciences,1,Total,0,11319
2010,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1100
2010,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,8046
2010,Science and engineering,0,Life sciences,0,Health sciences,1,2173
2010,Science and engineering,0,Mathematics and computer sciences,1,Total,0,3223
2010,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1633
2010,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1590
2010,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4995
2010,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,266
2010,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,170
2010,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2304
2010,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,463
2010,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,229
2010,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1563
2010,Science and engineering,0,Psychology and social sciences,1,Total,0,7883
2010,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,507
2010,Science and engineering,0,Psychology and social sciences,0,Economics,1,1073
2010,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1515
2010,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,728
2010,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3421
2010,Science and engineering,0,Psychology and social sciences,0,Sociology,1,639
2010,Total,0,Total,0,All fields,1,48029
2011,Non-science and engineering,1,Total,0,Total,0,12579
2011,Non-science and engineering,0,Education,1,Total,0,4670
2011,Non-science and engineering,0,Education,0,Education administration,1,924
2011,Non-science and engineering,0,Education,0,Education research,1,2438
2011,Non-science and engineering,0,Education,0,Other education,1,299
2011,Non-science and engineering,0,Education,0,Teacher education,1,204
2011,Non-science and engineering,0,Education,0,Teaching fields,1,805
2011,Non-science and engineering,0,Humanities and arts,1,Total,0,5226
2011,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,644
2011,Non-science and engineering,0,Humanities and arts,0,History,1,1065
2011,Non-science and engineering,0,Humanities and arts,0,Letters,1,1513
2011,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2004
2011,Non-science and engineering,0,Other,1,Total,0,2683
2011,Non-science and engineering,0,Other,0,Business management and administration,1,1327
2011,Non-science and engineering,0,Other,0,Communication,1,650
2011,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,706
2011,Science and engineering,1,Total,0,Total,0,36332
2011,Science and engineering,0,Engineering,1,Total,0,8032
2011,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,262
2011,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,898
2011,Science and engineering,0,Engineering,0,Chemical engineering,1,823
2011,Science and engineering,0,Engineering,0,Civil engineering,1,634
2011,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1886
2011,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,258
2011,Science and engineering,0,Engineering,0,Materials science engineering,1,662
2011,Science and engineering,0,Engineering,0,Mechanical engineering,1,1084
2011,Science and engineering,0,Engineering,0,Other engineering,1,1525
2011,Science and engineering,0,Life sciences,1,Total,0,11535
2011,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1206
2011,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,8152
2011,Science and engineering,0,Life sciences,0,Health sciences,1,2177
2011,Science and engineering,0,Mathematics and computer sciences,1,Total,0,3273
2011,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1667
2011,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1606
2011,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,5271
2011,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,287
2011,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,178
2011,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2432
2011,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,451
2011,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,223
2011,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1700
2011,Science and engineering,0,Psychology and social sciences,1,Total,0,8221
2011,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,553
2011,Science and engineering,0,Psychology and social sciences,0,Economics,1,1121
2011,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1629
2011,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,685
2011,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3576
2011,Science and engineering,0,Psychology and social sciences,0,Sociology,1,657
2011,Total,0,Total,0,All fields,1,48911
2012,Non-science and engineering,1,Total,0,Total,0,13099
2012,Non-science and engineering,0,Education,1,Total,0,4803
2012,Non-science and engineering,0,Education,0,Education administration,1,1057
2012,Non-science and engineering,0,Education,0,Education research,1,2569
2012,Non-science and engineering,0,Education,0,Other education,1,264
2012,Non-science and engineering,0,Education,0,Teacher education,1,156
2012,Non-science and engineering,0,Education,0,Teaching fields,1,757
2012,Non-science and engineering,0,Humanities and arts,1,Total,0,5562
2012,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,684
2012,Non-science and engineering,0,Humanities and arts,0,History,1,1087
2012,Non-science and engineering,0,Humanities and arts,0,Letters,1,1638
2012,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2153
2012,Non-science and engineering,0,Other,1,Total,0,2734
2012,Non-science and engineering,0,Other,0,Business management and administration,1,1404
2012,Non-science and engineering,0,Other,0,Communication,1,595
2012,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,735
2012,Science and engineering,1,Total,0,Total,0,37846
2012,Science and engineering,0,Engineering,1,Total,0,8469
2012,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,307
2012,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,943
2012,Science and engineering,0,Engineering,0,Chemical engineering,1,840
2012,Science and engineering,0,Engineering,0,Civil engineering,1,495
2012,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1938
2012,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,226
2012,Science and engineering,0,Engineering,0,Materials science engineering,1,743
2012,Science and engineering,0,Engineering,0,Mechanical engineering,1,1220
2012,Science and engineering,0,Engineering,0,Other engineering,1,1757
2012,Science and engineering,0,Life sciences,1,Total,0,11964
2012,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1255
2012,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,8322
2012,Science and engineering,0,Life sciences,0,Health sciences,1,2387
2012,Science and engineering,0,Mathematics and computer sciences,1,Total,0,3496
2012,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,1793
2012,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1703
2012,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,5419
2012,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,274
2012,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,205
2012,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2416
2012,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,462
2012,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,274
2012,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1788
2012,Science and engineering,0,Psychology and social sciences,1,Total,0,8498
2012,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,547
2012,Science and engineering,0,Psychology and social sciences,0,Economics,1,1243
2012,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1752
2012,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,724
2012,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3599
2012,Science and engineering,0,Psychology and social sciences,0,Sociology,1,633
2012,Total,0,Total,0,All fields,1,50945
2013,Non-science and engineering,1,Total,0,Total,0,13672
2013,Non-science and engineering,0,Education,1,Total,0,4934
2013,Non-science and engineering,0,Education,0,Education administration,1,965
2013,Non-science and engineering,0,Education,0,Education research,1,2703
2013,Non-science and engineering,0,Education,0,Other education,1,265
2013,Non-science and engineering,0,Education,0,Teacher education,1,109
